Compound_Name,SMILES_PubChem,logKp(cm/h),logKp(cm/s),Ref,T_K,Anatomical_location,Diffusion_cell,Receptor_medium,can_SMILES
Butobarbital,CCCCC1(C(=O)NC(=O)NC1=O)CC,-3.72,-7.28,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCCCC1(CC)C(=O)NC(=O)NC1=O
Butobarbital,CCCCC1(C(=O)NC(=O)NC1=O)CC,-3.51,-7.07,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCC1(CC)C(=O)NC(=O)NC1=O
Butoxyethanol,CCCCOCCO,-2.44,-6,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCOCCO
Butyl 4-Hydroxybenzoate,CCCCOC(=O)C1=CC=C(C=C1)O,-0.98,-4.54,81,310.15,"Abdominoplasty, Abdomen",Franz Cell,PBS,CCCCOC(=O)c1ccc(O)cc1
Butyl Acrylate,CCCCOC(=O)C=C,-2,-5.56,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C=CC(=O)OCCCC
Butyl Nicotinate,CCCCOC(=O)C1=CN=CC=C1,-1.3,-4.86,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCOC(=O)c1cccnc1
Butyl Nicotinate,CCCCOC(=O)C1=CN=CC=C1,-1.54,-5.1,107,,Human Skin,,,CCCCOC(=O)c1cccnc1
Butyl P-Aminobenzoate,CCCCOC(=O)C1=CC=C(C=C1)N,-1.58,-5.14,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCOC(=O)c1ccc(N)cc1
Butyl P-Aminobenzoate,CCCCOC(=O)C1=CC=C(C=C1)N,-1.05,-4.61,107,,Human Skin,,,CCCCOC(=O)c1ccc(N)cc1
Butyric Acid,CCCC(=O)O,-2.85,-6.41,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCC(=O)O
Butyric Acid,CCCC(=O)O,-2.9,-6.46,50,305.15,Human Abdominal Skin,Static,PBS,CCCC(=O)O
Butyric Acid,CCCC(=O)O,-3,-6.56,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCC(=O)O
"C10(D,L)-Laa-Aapv",Not found in PubChem,-2.54,-6.09,103,308.15,"Surgery, Abdomen",Static Franz Cell,PBS,
C6(D)-Laa-Aapv,Not found in PubChem,-3.12,-6.68,103,308.15,"Surgery, Abdomen",Static Franz Cell,PBS,
C6(L)-Laa-Aapv,Not found in PubChem,-3.8,-7.35,103,308.15,"Surgery, Abdomen",Static Franz Cell,PBS,
"C8(D,L)-Laa-Aapv",Not found in PubChem,-2.48,-6.04,103,308.15,"Surgery, Abdomen",Static Franz Cell,PBS,
C8(D)-Laa-Aapv,Not found in PubChem,-1.72,-5.28,103,308.15,"Surgery, Abdomen",Static Franz Cell,PBS,
C8(L)-Laa-Aapv,Not found in PubChem,-3.35,-6.9,103,308.15,"Surgery, Abdomen",Static Franz Cell,PBS,
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-3.29,-6.85,14,305.15,Human Abdominal Skin,Static,PBS/Saline,Cn1c(=O)c2c(ncn2C)n(C)c1=O
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-3.4,-6.96,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,Cn1c(=O)c2c(ncn2C)n(C)c1=O
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-3.68,-7.23,92,305.15,Surgery,Static Franz Cell,PBS,Cn1c(=O)c2c(ncn2C)n(C)c1=O
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-3.82,-7.37,91,310.15,"Surgery, Breast",Static Franz Cell,"Hanks balanced salt solution with 50 mg/L of gentamicin sulfate, 0.32 g/L of sodium bicarbonate, 5.96 g/L of HEPES",Cn1c(=O)c2c(ncn2C)n(C)c1=O
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-3.69,-7.25,90,305.15,"Surgery, Abdomen",Static Franz Cell,PBS,Cn1c(=O)c2c(ncn2C)n(C)c1=O
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-3.19,-6.75,97,305.15,"Surgery, Abdomen",Static Franz Cell,PBS,Cn1c(=O)c2c(ncn2C)n(C)c1=O
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-0.74,-4.3,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Cn1c(=O)c2c(ncn2C)n(C)c1=O
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-2.61,-6.16,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Cn1c(=O)c2c(ncn2C)n(C)c1=O
Calcein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C(=C4)CN(CC(=O)O)CC(=O)O)O)OC5=C3C=C(C(=C5)O)CN(CC(=O)O)CC(=O)O,-4.06,-7.62,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21
Calcein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C(=C4)CN(CC(=O)O)CC(=O)O)O)OC5=C3C=C(C(=C5)O)CN(CC(=O)O)CC(=O)O,-5.1,-8.65,87,310.15,"Surgery, Abdomen",Static Franz Cell,PBS,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21
Calcein,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C(=C4)CN(CC(=O)O)CC(=O)O)O)OC5=C3C=C(C(=C5)O)CN(CC(=O)O)CC(=O)O,-4.49,-8.05,84,,"Surgery, Abdomen",Static Franz Cell,Modified Krebs Henseleit buffer,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21
Carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,-2.12,-5.68,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,NC(=O)N1c2ccccc2C=Cc2ccccc21
Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,-2.47,-6.03,83,305.15,"Surgery, Abdomen",Static Franz Cell,PBS with BSA,COC(=O)Nc1nc2ccccc2[nH]1
Carvacrol,CC1=C(C=C(C=C1)C(C)C)O,-1.28,-4.84,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,Cc1ccc(C(C)C)cc1O
Catechol,C1=CC(=C(C=C1)O)O,-2.77,-6.33,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,Oc1ccccc1O
Catechol,C1=CC(=C(C=C1)O)O,-2.31,-5.87,14,305.15,Human Abdominal Skin,Static,PBS/Saline,Oc1ccccc1O
Catechol,C1=CC(=C(C=C1)O)O,-2.51,-6.07,107,,Human Skin,,,Oc1ccccc1O
Celiprolol Hydrochloride,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C.Cl,-3.23,-6.79,77,305.15,"Abdominoplasty, Abdomen",Franz Cell,Sorensen buffer,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1.Cl
Chloral Hydrate,C(C(Cl)(Cl)Cl)(O)O,-2.41,-5.97,14,305.15,Human Abdominal Skin,Static,PBS/Saline,OC(O)C(Cl)(Cl)Cl
Chloroacetic Acid,ClCC(=O)O,-2.41,-5.97,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=C(O)CCl
Chloroacetic Acid,ClCC(=O)O,-2.95,-6.51,107,,Human Skin,,,O=C(O)CCl
Chloroacetonitrile,ClCC#N,-1,-4.56,14,305.15,Human Abdominal Skin,Static,PBS/Saline,N#CCCl
Chlorodibromomethane,C(Br)(Br)Cl,-0.81,-4.37,14,305.15,Human Abdominal Skin,Static,PBS/Saline,ClC(Br)Br
Chlorodibromomethane,C(Br)(Br)Cl,-0.7,-4.26,107,,Human Skin,,,ClC(Br)Br
Chloroform,C(Cl)(Cl)Cl,1.76,-1.8,16,305.15,Abdominal Human Skin,Static,PBS/Saline,ClC(Cl)Cl
Chloroform,C(Cl)(Cl)Cl,-0.79,-4.35,107,,Human Skin,,,ClC(Cl)Cl
Chloroxylenol,CC1=CC(=CC(=C1Cl)C)O,-1.28,-4.84,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,Cc1cc(O)cc(C)c1Cl
Chloroxylenol,CC1=CC(=CC(=C1Cl)C)O,-1.23,-4.79,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,Cc1cc(O)cc(C)c1Cl
Chloroxylenol,CC1=CC(=CC(=C1Cl)C)O,-1.17,-4.73,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,Cc1cc(O)cc(C)c1Cl
Chlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,-2.66,-6.22,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
Chlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,-2.37,-5.93,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
Chlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,-2.77,-6.33,107,,Human Skin,,,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
Chlorpromazine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,-4.34,-7.9,82,,"Surgery, Abdomen",Static Franz Cell,PBS,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl
Chlorpyrifos,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,-3.6,-7.16,85,305.15,"Mammaplasty, Breast",Flow Through Cell,0.9% saline + 6% Volpo N20 surfactant,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
Chlorpyrifos,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,-3.96,-7.52,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
Cinnamic Acid,C1=CC=C(C=C1)/C=C/C(=O)O,1.14,-2.42,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,O=C(O)/C=C/c1ccccc1
Cinnamyl Alcohol,C1=CC=C(C=C1)/C=C/CO,1.11,-2.45,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,OC/C=C/c1ccccc1
Cinnamyl Alcohol,C1=CC=C(C=C1)/C=C/CO,-1.47,-5.02,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,OC/C=C/c1ccccc1
Cinnamyl Alcohol,C1=CC=C(C=C1)/C=C/CO,-1.48,-5.04,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,OC/C=C/c1ccccc1
Citrinin,C[C@@H]1[C@H](OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C,-3.33,-6.89,100,305.15,"Surgery, Abdomen",Static Franz Cell,PBS with BSA,CC1=C2C(=CO[C@H](C)[C@H]2C)C(=O)C(C(=O)O)=C1O
Clonidine Hydrochloride,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,-4.56,-8.12,80,,"Cadaver, Thigh",Other Type Of Diffusion Cell,PBS aqueous solution 0.01 M containing 6% v/v polyethylene glycol,Cl.Clc1cccc(Cl)c1NC1=NCCN1
Clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,-5.7,-9.26,86,,"Cadaver, Abdomen",Franz Cell,PBS with ethanol,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
Clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,-2.7,-6.26,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
Codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,-4.31,-7.87,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
Codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,-3.01,-6.57,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
Codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,-3.21,-6.76,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
Cortexolone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,-4.13,-7.69,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Cortexolone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,-4.12,-7.68,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Cortexolone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,-3.64,-7.2,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Cortexone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,-3.35,-6.91,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
Cortexone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,-3.34,-6.9,48,299.15,Human Cadaver Skin,Modified Pyrex Diffusion Chamber,aqueous penicillin-streptomycin solution,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
Corticosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,-4.22,-7.78,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
Corticosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,-4.21,-7.77,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
Corticosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,-3.05,-6.61,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
Corticosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,-3.28,-6.84,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
Corticosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,-3.75,-7.31,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
Cortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,-5,-8.56,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Cortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,-4.97,-8.53,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Cortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,-3.82,-7.38,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Cortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,-4.43,-7.99,107,,Human Skin,,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Coumarin,O=C1OC2=CC=CC=C2C=C1,-2.04,-5.6,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=c1ccc2ccccc2o1
Cumene,CC(C)C1=CC=CC=C1,-0.85,-4.41,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC(C)c1ccccc1
Cyclobarbitone,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-3.09,-6.65,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
Cyclohexanone,C1CCC(=O)CC1,-2.74,-6.3,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,O=C1CCCCC1
Cyclophosphamide Monohydrate,C1CNP(=O)(OC1)N(CCCl)CCCl.O,-0.76,-4.32,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,O.O=P1(N(CCCl)CCCl)NCCCO1
Cyclophosphamide Monohydrate,C1CNP(=O)(OC1)N(CCCl)CCCl.O,-2.82,-6.38,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,O.O=P1(N(CCCl)CCCl)NCCCO1
Cyclophosphamide Monohydrate,C1CNP(=O)(OC1)N(CCCl)CCCl.O,-2.54,-6.09,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,O.O=P1(N(CCCl)CCCl)NCCCO1
Cytarabine,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,-5.3,-8.86,89,305.15,"Abdominoplasty, Abdomen",Franz Cell,PBS,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
Dbdpe,C(CC1=C(C(=C(C(=C1Br)Br)Br)Br)Br)C2=C(C(=C(C(=C2Br)Br)Br)Br)Br,-0.1,-3.66,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,Brc1c(Br)c(Br)c(CCc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br
Decanol,CCCCCCCCCCO,-1.96,-5.52,40,,Human Abdominal Skin,Static,0.9% NaCl + 0.01% sodium azide + 6% polyoxyethylene (20) oleyl ether,CCCCCCCCCCO
Decanol,CCCCCCCCCCO,-1.1,-4.66,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCCCCCCCCCO
Decanol,CCCCCCCCCCO,-1,-4.56,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCCCCCCCCCO
DEET,CCN(CC)C(=O)C1=CC=CC(=C1)C,0.67,-2.89,16,305.15,Abdominal Human Skin,Static,PBS/Saline,CCN(CC)C(=O)c1cccc(C)c1
DEET,CCN(CC)C(=O)C1=CC=CC(=C1)C,-3.24,-6.8,8,310.15,Full-Thickness Human Skin,Vertical Franz-Type Diffusion Cell,0.1 M phosphate-buffered saline (PBS),CCN(CC)C(=O)c1cccc(C)c1
DEHP,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,-5.24,-8.8,13,303.15,Abdomen,Static,50% aqueous ethanol,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
Deoxycorticosterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,-3.35,-6.91,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
Deoxycorticosterone,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,-3.34,-6.9,50,305.15,Human Abdominal Skin,Static,PBS,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,-3.71,-7.27,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,-3.95,-7.51,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Diacetone Alcohol,CC(=O)CC(C)(C)O,-3.24,-6.8,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CC(=O)CC(C)(C)O
Diazinon,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,-2.06,-5.62,40,,Human Abdominal Skin,Static,0.9% NaCl + 0.01% sodium azide + 6% polyoxyethylene (20) oleyl ether,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
Dibromoacetic Acid,C(C(=O)O)(Br)Br,-2.01,-5.57,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=C(O)C(Br)Br
Dibromoacetic Acid,C(C(=O)O)(Br)Br,-2.58,-6.14,107,,Human Skin,,,O=C(O)C(Br)Br
Dibromoacetonitrile,C(Br)(Br)C#N,-1.32,-4.88,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,N#CC(Br)Br
Dibromoacetonitrile,C(Br)(Br)C#N,-0.77,-4.33,107,,Human Skin,,,N#CC(Br)Br
Dibutyl Phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,-5.64,-9.2,76,303.15,"Cadaver, Abdomen",Glass Diffusion Cell,Ethanol 50%,CCCCOC(=O)c1ccccc1C(=O)OCCCC
Dichloroacetic Acid,ClC(Cl)C(=O)O,-2.19,-5.75,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=C(O)C(Cl)Cl
Dichloroacetic Acid,ClC(Cl)C(=O)O,-2.72,-6.28,107,,Human Skin,,,O=C(O)C(Cl)Cl
Dichloroacetonitrile,C(Cl)(Cl)C#N,-1.39,-4.95,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,N#CC(Cl)Cl
Dichloroacetonitrile,C(Cl)(Cl)C#N,-0.82,-4.38,107,,Human Skin,,,N#CC(Cl)Cl
Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,-0.88,-4.44,74,310.15,"Surgery, Breast",Other Type Of Diffusion Cell,"Minimum essential medium eagle, supplemented with 2% w/v BSA",COP(=O)(OC)OC=C(Cl)Cl
Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,-2.26,-5.82,74,310.15,"Surgery, Breast",Other Type Of Diffusion Cell,"Minimum essential medium eagle, supplemented with 2% w/v BSA",COP(=O)(OC)OC=C(Cl)Cl
Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,-2.39,-5.94,74,310.15,"Surgery, Breast",Other Type Of Diffusion Cell,"Minimum essential medium eagle, supplemented with 2% w/v BSA",COP(=O)(OC)OC=C(Cl)Cl
Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,0.13,-3.43,74,310.15,"Surgery, Breast",Other Type Of Diffusion Cell,"Minimum essential medium eagle, supplemented with 2% w/v BSA",COP(=O)(OC)OC=C(Cl)Cl
Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,-1.16,-4.72,74,310.15,"Surgery, Breast",Other Type Of Diffusion Cell,"Minimum essential medium eagle, supplemented with 2% w/v BSA",COP(=O)(OC)OC=C(Cl)Cl
Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,-0.96,-4.52,74,310.15,"Surgery, Breast",Other Type Of Diffusion Cell,"Minimum essential medium eagle, supplemented with 2% w/v BSA",COP(=O)(OC)OC=C(Cl)Cl
Diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,-3.45,-7.01,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
Diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,-1.74,-5.3,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
